2023/09/15 18:49:45 Connected to node:  10.10.1.5
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  15
2023/09/15 18:49:48 sent:  14
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  13
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  12
2023/09/15 18:49:48 sent:  14
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  14
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  12
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  14
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  15
2023/09/15 18:49:48 sent:  13
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  14
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  15
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  13
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  15
2023/09/15 18:49:48 sent:  15
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  14
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  15
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  21
2023/09/15 18:49:48 sent:  14
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  21
2023/09/15 18:49:48 sent:  15
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  21
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  22
2023/09/15 18:49:48 sent:  15
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  21
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  22
2023/09/15 18:49:48 sent:  21
2023/09/15 18:49:48 sent:  21
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  22
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  22
2023/09/15 18:49:48 sent:  16
2023/09/15 18:49:48 sent:  23
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  21
2023/09/15 18:49:48 sent:  23
2023/09/15 18:49:48 sent:  22
2023/09/15 18:49:48 sent:  21
2023/09/15 18:49:48 sent:  20
2023/09/15 18:49:48 sent:  22
2023/09/15 18:49:48 sent:  23
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  17
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  23
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  18
2023/09/15 18:49:48 sent:  24
2023/09/15 18:49:48 sent:  19
2023/09/15 18:49:48 sent:  24
2023/09/15 18:49:48 sent:  22
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  21
2023/09/15 18:49:49 sent:  20
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  20
2023/09/15 18:49:49 sent:  18
2023/09/15 18:49:49 sent:  19
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  20
2023/09/15 18:49:49 sent:  19
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  20
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  21
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  21
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  19
2023/09/15 18:49:49 sent:  20
2023/09/15 18:49:49 sent:  20
2023/09/15 18:49:49 sent:  21
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  21
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  21
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  20
2023/09/15 18:49:49 sent:  21
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  21
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  29
2023/09/15 18:49:49 sent:  22
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  29
2023/09/15 18:49:49 sent:  29
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  29
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  23
2023/09/15 18:49:49 sent:  30
2023/09/15 18:49:49 sent:  29
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  30
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  30
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  30
2023/09/15 18:49:49 sent:  29
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  31
2023/09/15 18:49:49 sent:  24
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  30
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  31
2023/09/15 18:49:49 sent:  29
2023/09/15 18:49:49 sent:  31
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  29
2023/09/15 18:49:49 sent:  31
2023/09/15 18:49:49 sent:  30
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  25
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  32
2023/09/15 18:49:49 sent:  26
2023/09/15 18:49:49 sent:  31
2023/09/15 18:49:49 sent:  28
2023/09/15 18:49:49 sent:  32
2023/09/15 18:49:49 sent:  30
2023/09/15 18:49:49 sent:  32
2023/09/15 18:49:49 sent:  27
2023/09/15 18:49:49 sent:  30
2023/09/15 18:49:49 sent:  32
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  26
2023/09/15 18:49:50 sent:  29
2023/09/15 18:49:50 sent:  28
2023/09/15 18:49:50 sent:  27
2023/09/15 18:49:50 sent:  28
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  27
2023/09/15 18:49:50 sent:  28
2023/09/15 18:49:50 sent:  29
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  30
2023/09/15 18:49:50 sent:  28
2023/09/15 18:49:50 sent:  29
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  27
2023/09/15 18:49:50 sent:  29
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  28
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  29
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  30
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  28
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  29
2023/09/15 18:49:50 sent:  30
2023/09/15 18:49:50 sent:  30
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  29
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  30
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  30
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  29
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  30
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  30
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  38
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  31
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  38
2023/09/15 18:49:50 sent:  38
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  38
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  39
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  32
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  39
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  39
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  38
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  39
2023/09/15 18:49:50 sent:  38
2023/09/15 18:49:50 sent:  33
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  40
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  38
2023/09/15 18:49:50 sent:  38
2023/09/15 18:49:50 sent:  40
2023/09/15 18:49:50 sent:  40
2023/09/15 18:49:50 sent:  39
2023/09/15 18:49:50 sent:  34
2023/09/15 18:49:50 sent:  39
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  41
2023/09/15 18:49:50 sent:  37
2023/09/15 18:49:50 sent:  40
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  35
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:50 sent:  36
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  35
2023/09/15 18:49:51 sent:  38
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  37
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  36
2023/09/15 18:49:51 sent:  36
2023/09/15 18:49:51 sent:  36
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  37
2023/09/15 18:49:51 sent:  37
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  36
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  38
2023/09/15 18:49:51 sent:  37
2023/09/15 18:49:51 sent:  37
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  37
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  38
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  38
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  37
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  44
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  38
2023/09/15 18:49:51 sent:  38
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  44
2023/09/15 18:49:51 sent:  44
2023/09/15 18:49:51 sent:  38
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  38
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  45
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  44
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  45
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  45
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  39
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  46
2023/09/15 18:49:51 sent:  44
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  44
2023/09/15 18:49:51 sent:  45
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  46
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  46
2023/09/15 18:49:51 sent:  44
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  44
2023/09/15 18:49:51 sent:  40
2023/09/15 18:49:51 sent:  43
2023/09/15 18:49:51 sent:  42
2023/09/15 18:49:51 sent:  47
2023/09/15 18:49:51 sent:  45
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  46
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  45
2023/09/15 18:49:51 sent:  41
2023/09/15 18:49:51 sent:  47
2023/09/15 18:49:51 sent:  47
